Location,Sea level [mm],Date
Helsinki Kaivopuisto,-232.41666666666666,2003-01-01
Helsinki Kaivopuisto,-432.2083333333333,2003-01-02
Helsinki Kaivopuisto,-426.5,2003-01-03
Helsinki Kaivopuisto,-292.0416666666667,2003-01-04
Helsinki Kaivopuisto,-265.2083333333333,2003-01-05
Helsinki Kaivopuisto,-262.375,2003-01-06
Helsinki Kaivopuisto,-155.29166666666666,2003-01-07
Helsinki Kaivopuisto,-139.625,2003-01-08
Helsinki Kaivopuisto,-83.70833333333333,2003-01-09
Helsinki Kaivopuisto,-213.875,2003-01-10
Helsinki Kaivopuisto,37.166666666666664,2003-01-11
Helsinki Kaivopuisto,-9.5,2003-01-12
Helsinki Kaivopuisto,126.33333333333333,2003-01-13
Helsinki Kaivopuisto,65.33333333333333,2003-01-14
Helsinki Kaivopuisto,151.83333333333334,2003-01-15
Helsinki Kaivopuisto,402.5416666666667,2003-01-16
Helsinki Kaivopuisto,306.3333333333333,2003-01-17
Helsinki Kaivopuisto,346.6666666666667,2003-01-18
Helsinki Kaivopuisto,311.875,2003-01-19
Helsinki Kaivopuisto,140.20833333333334,2003-01-20
Helsinki Kaivopuisto,156.41666666666666,2003-01-21
Helsinki Kaivopuisto,60.583333333333336,2003-01-22
Helsinki Kaivopuisto,58.666666666666664,2003-01-23
Helsinki Kaivopuisto,46.875,2003-01-24
Helsinki Kaivopuisto,214.08333333333334,2003-01-25
Helsinki Kaivopuisto,193.79166666666666,2003-01-26
Helsinki Kaivopuisto,160.5,2003-01-27
Helsinki Kaivopuisto,91.54166666666667,2003-01-28
Helsinki Kaivopuisto,72.625,2003-01-29
Helsinki Kaivopuisto,130.95833333333334,2003-01-30
Helsinki Kaivopuisto,109.875,2003-01-31
Helsinki Kaivopuisto,136.0,2003-02-01
Helsinki Kaivopuisto,221.75,2003-02-02
Helsinki Kaivopuisto,13.25,2003-02-03
Helsinki Kaivopuisto,-149.45833333333334,2003-02-04
Helsinki Kaivopuisto,-64.66666666666667,2003-02-05
Helsinki Kaivopuisto,0.20833333333333334,2003-02-06
Helsinki Kaivopuisto,20.416666666666668,2003-02-07
Helsinki Kaivopuisto,-27.583333333333332,2003-02-08
Helsinki Kaivopuisto,-27.083333333333332,2003-02-09
Helsinki Kaivopuisto,-106.58333333333333,2003-02-10
Helsinki Kaivopuisto,-90.33333333333333,2003-02-11
Helsinki Kaivopuisto,-38.625,2003-02-12
Helsinki Kaivopuisto,-97.0,2003-02-13
Helsinki Kaivopuisto,-97.95833333333333,2003-02-14
Helsinki Kaivopuisto,-283.7916666666667,2003-02-15
Helsinki Kaivopuisto,-101.08333333333333,2003-02-16
Helsinki Kaivopuisto,-145.08333333333334,2003-02-17
Helsinki Kaivopuisto,-165.79166666666666,2003-02-18
Helsinki Kaivopuisto,-178.0,2003-02-19
Helsinki Kaivopuisto,-196.83333333333334,2003-02-20
Helsinki Kaivopuisto,-210.95833333333334,2003-02-21
Helsinki Kaivopuisto,-159.91666666666666,2003-02-22
Helsinki Kaivopuisto,-241.25,2003-02-23
Helsinki Kaivopuisto,-242.54166666666666,2003-02-24
Helsinki Kaivopuisto,-271.125,2003-02-25
Helsinki Kaivopuisto,-308.8333333333333,2003-02-26
Helsinki Kaivopuisto,-382.6666666666667,2003-02-27
Helsinki Kaivopuisto,-357.625,2003-02-28
Helsinki Kaivopuisto,-359.6666666666667,2003-03-01
Helsinki Kaivopuisto,-403.375,2003-03-02
Helsinki Kaivopuisto,-459.5416666666667,2003-03-03
Helsinki Kaivopuisto,-461.4583333333333,2003-03-04
Helsinki Kaivopuisto,-474.75,2003-03-05
Helsinki Kaivopuisto,-466.5,2003-03-06
Helsinki Kaivopuisto,-515.5,2003-03-07
Helsinki Kaivopuisto,-496.5833333333333,2003-03-08
Helsinki Kaivopuisto,-454.1666666666667,2003-03-09
Helsinki Kaivopuisto,-345.0833333333333,2003-03-10
Helsinki Kaivopuisto,-249.875,2003-03-11
Helsinki Kaivopuisto,-282.0,2003-03-12
Helsinki Kaivopuisto,-272.7083333333333,2003-03-13
Helsinki Kaivopuisto,-203.66666666666666,2003-03-14
Helsinki Kaivopuisto,-218.66666666666666,2003-03-15
Helsinki Kaivopuisto,-199.79166666666666,2003-03-16
Helsinki Kaivopuisto,-189.79166666666666,2003-03-17
Helsinki Kaivopuisto,-160.25,2003-03-18
Helsinki Kaivopuisto,-123.66666666666667,2003-03-19
Helsinki Kaivopuisto,-269.2916666666667,2003-03-20
Helsinki Kaivopuisto,-160.5,2003-03-21
Helsinki Kaivopuisto,-155.58333333333334,2003-03-22
Helsinki Kaivopuisto,-190.20833333333334,2003-03-23
Helsinki Kaivopuisto,-148.58333333333334,2003-03-24
Helsinki Kaivopuisto,-164.58333333333334,2003-03-25
Helsinki Kaivopuisto,-184.41666666666666,2003-03-26
Helsinki Kaivopuisto,-123.875,2003-03-27
Helsinki Kaivopuisto,-170.66666666666666,2003-03-28
Helsinki Kaivopuisto,-172.66666666666666,2003-03-29
Helsinki Kaivopuisto,-64.08695652173913,2003-03-30
Helsinki Kaivopuisto,-72.95833333333333,2003-03-31
Helsinki Kaivopuisto,-42.958333333333336,2003-04-01
Helsinki Kaivopuisto,-292.4583333333333,2003-04-02
Helsinki Kaivopuisto,-136.875,2003-04-03
Helsinki Kaivopuisto,145.33333333333334,2003-04-04
Helsinki Kaivopuisto,103.5,2003-04-05
Helsinki Kaivopuisto,-173.58333333333334,2003-04-06
Helsinki Kaivopuisto,-122.33333333333333,2003-04-07
Helsinki Kaivopuisto,-43.375,2003-04-08
Helsinki Kaivopuisto,-317.75,2003-04-09
Helsinki Kaivopuisto,-129.5,2003-04-10
Helsinki Kaivopuisto,-209.75,2003-04-11
Helsinki Kaivopuisto,-123.41666666666667,2003-04-12
Helsinki Kaivopuisto,-51.0,2003-04-13
Helsinki Kaivopuisto,-82.20833333333333,2003-04-14
Helsinki Kaivopuisto,-151.45833333333334,2003-04-15
Helsinki Kaivopuisto,-173.29166666666666,2003-04-16
Helsinki Kaivopuisto,-204.5,2003-04-17
Helsinki Kaivopuisto,-296.1666666666667,2003-04-18
Helsinki Kaivopuisto,-333.875,2003-04-19
Helsinki Kaivopuisto,-322.0,2003-04-20
Helsinki Kaivopuisto,-330.9166666666667,2003-04-21
Helsinki Kaivopuisto,-336.9166666666667,2003-04-22
Helsinki Kaivopuisto,-316.9166666666667,2003-04-23
Helsinki Kaivopuisto,-333.5,2003-04-24
Helsinki Kaivopuisto,-333.5,2003-04-25
Helsinki Kaivopuisto,-412.5833333333333,2003-04-26
Helsinki Kaivopuisto,-491.8333333333333,2003-04-27
Helsinki Kaivopuisto,-350.7916666666667,2003-04-28
Helsinki Kaivopuisto,-303.0416666666667,2003-04-29
Helsinki Kaivopuisto,-150.79166666666666,2003-04-30
Helsinki Kaivopuisto,-188.04166666666666,2003-05-01
Helsinki Kaivopuisto,-34.458333333333336,2003-05-02
Helsinki Kaivopuisto,-206.70833333333334,2003-05-03
Helsinki Kaivopuisto,-80.0,2003-05-04
Helsinki Kaivopuisto,-155.625,2003-05-05
Helsinki Kaivopuisto,-193.83333333333334,2003-05-06
Helsinki Kaivopuisto,-37.291666666666664,2003-05-07
Helsinki Kaivopuisto,-103.54166666666667,2003-05-08
Helsinki Kaivopuisto,-69.33333333333333,2003-05-09
Helsinki Kaivopuisto,-65.33333333333333,2003-05-10
Helsinki Kaivopuisto,-82.625,2003-05-11
Helsinki Kaivopuisto,-160.08333333333334,2003-05-12
Helsinki Kaivopuisto,-159.45833333333334,2003-05-13
Helsinki Kaivopuisto,-87.83333333333333,2003-05-14
Helsinki Kaivopuisto,-137.33333333333334,2003-05-15
Helsinki Kaivopuisto,-43.125,2003-05-16
Helsinki Kaivopuisto,0.3333333333333333,2003-05-17
Helsinki Kaivopuisto,-81.625,2003-05-18
Helsinki Kaivopuisto,-106.04166666666667,2003-05-19
Helsinki Kaivopuisto,-149.29166666666666,2003-05-20
Helsinki Kaivopuisto,-100.25,2003-05-21
Helsinki Kaivopuisto,-96.20833333333333,2003-05-22
Helsinki Kaivopuisto,-118.20833333333333,2003-05-23
Helsinki Kaivopuisto,-97.08333333333333,2003-05-24
Helsinki Kaivopuisto,-169.5,2003-05-25
Helsinki Kaivopuisto,-129.08333333333334,2003-05-26
Helsinki Kaivopuisto,-67.20833333333333,2003-05-27
Helsinki Kaivopuisto,-83.625,2003-05-28
Helsinki Kaivopuisto,-99.33333333333333,2003-05-29
Helsinki Kaivopuisto,-90.5,2003-05-30
Helsinki Kaivopuisto,-119.25,2003-05-31
Helsinki Kaivopuisto,-71.625,2003-06-01
Helsinki Kaivopuisto,-119.04166666666667,2003-06-02
Helsinki Kaivopuisto,-198.375,2003-06-03
Helsinki Kaivopuisto,-160.66666666666666,2003-06-04
Helsinki Kaivopuisto,-159.0,2003-06-05
Helsinki Kaivopuisto,-52.583333333333336,2003-06-06
Helsinki Kaivopuisto,-73.91666666666667,2003-06-07
Helsinki Kaivopuisto,-92.66666666666667,2003-06-08
Helsinki Kaivopuisto,-84.29166666666667,2003-06-09
Helsinki Kaivopuisto,100.375,2003-06-10
Helsinki Kaivopuisto,-69.41666666666667,2003-06-11
Helsinki Kaivopuisto,-12.541666666666666,2003-06-12
Helsinki Kaivopuisto,54.458333333333336,2003-06-13
Helsinki Kaivopuisto,80.91666666666667,2003-06-14
Helsinki Kaivopuisto,96.04166666666667,2003-06-15
Helsinki Kaivopuisto,73.58333333333333,2003-06-16
Helsinki Kaivopuisto,86.95833333333333,2003-06-17
Helsinki Kaivopuisto,18.791666666666668,2003-06-18
Helsinki Kaivopuisto,2.5,2003-06-19
Helsinki Kaivopuisto,65.91666666666667,2003-06-20
Helsinki Kaivopuisto,157.875,2003-06-21
Helsinki Kaivopuisto,213.33333333333334,2003-06-22
Helsinki Kaivopuisto,174.125,2003-06-23
Helsinki Kaivopuisto,118.5,2003-06-24
Helsinki Kaivopuisto,143.91666666666666,2003-06-25
Helsinki Kaivopuisto,203.04166666666666,2003-06-26
Helsinki Kaivopuisto,168.125,2003-06-27
Helsinki Kaivopuisto,145.125,2003-06-28
Helsinki Kaivopuisto,95.29166666666667,2003-06-29
Helsinki Kaivopuisto,53.333333333333336,2003-06-30
Helsinki Kaivopuisto,20.958333333333332,2003-07-01
Helsinki Kaivopuisto,-34.625,2003-07-02
Helsinki Kaivopuisto,60.291666666666664,2003-07-03
Helsinki Kaivopuisto,9.708333333333334,2003-07-04
Helsinki Kaivopuisto,81.58333333333333,2003-07-05
Helsinki Kaivopuisto,121.0,2003-07-06
Helsinki Kaivopuisto,154.16666666666666,2003-07-07
Helsinki Kaivopuisto,128.5,2003-07-08
Helsinki Kaivopuisto,121.54166666666667,2003-07-09
Helsinki Kaivopuisto,130.25,2003-07-10
Helsinki Kaivopuisto,175.70833333333334,2003-07-11
Helsinki Kaivopuisto,134.875,2003-07-12
Helsinki Kaivopuisto,147.45833333333334,2003-07-13
Helsinki Kaivopuisto,156.79166666666666,2003-07-14
Helsinki Kaivopuisto,101.08333333333333,2003-07-15
Helsinki Kaivopuisto,41.291666666666664,2003-07-16
Helsinki Kaivopuisto,-1.75,2003-07-17
Helsinki Kaivopuisto,-8.666666666666666,2003-07-18
Helsinki Kaivopuisto,-16.5,2003-07-19
Helsinki Kaivopuisto,-33.916666666666664,2003-07-20
Helsinki Kaivopuisto,-51.541666666666664,2003-07-21
Helsinki Kaivopuisto,-83.875,2003-07-22
Helsinki Kaivopuisto,-48.541666666666664,2003-07-23
Helsinki Kaivopuisto,-43.958333333333336,2003-07-24
Helsinki Kaivopuisto,-88.875,2003-07-25
Helsinki Kaivopuisto,-108.125,2003-07-26
Helsinki Kaivopuisto,-88.25,2003-07-27
Helsinki Kaivopuisto,-113.45833333333333,2003-07-28
Helsinki Kaivopuisto,-78.04166666666667,2003-07-29
Helsinki Kaivopuisto,-57.0,2003-07-30
Helsinki Kaivopuisto,-87.375,2003-07-31
Helsinki Kaivopuisto,-92.625,2003-08-01
Helsinki Kaivopuisto,-100.29166666666667,2003-08-02
Helsinki Kaivopuisto,-84.54166666666667,2003-08-03
Helsinki Kaivopuisto,-28.541666666666668,2003-08-04
Helsinki Kaivopuisto,-12.0,2003-08-05
Helsinki Kaivopuisto,15.0,2003-08-06
Helsinki Kaivopuisto,12.791666666666666,2003-08-07
Helsinki Kaivopuisto,-19.666666666666668,2003-08-08
Helsinki Kaivopuisto,-72.79166666666667,2003-08-09
Helsinki Kaivopuisto,-133.25,2003-08-10
Helsinki Kaivopuisto,-115.125,2003-08-11
Helsinki Kaivopuisto,-143.70833333333334,2003-08-12
Helsinki Kaivopuisto,-154.45833333333334,2003-08-13
Helsinki Kaivopuisto,-42.708333333333336,2003-08-14
Helsinki Kaivopuisto,36.875,2003-08-15
Helsinki Kaivopuisto,108.79166666666667,2003-08-16
Helsinki Kaivopuisto,138.5,2003-08-17
Helsinki Kaivopuisto,68.29166666666667,2003-08-18
Helsinki Kaivopuisto,-15.416666666666666,2003-08-19
Helsinki Kaivopuisto,95.66666666666667,2003-08-20
Helsinki Kaivopuisto,155.83333333333334,2003-08-21
Helsinki Kaivopuisto,148.20833333333334,2003-08-22
Helsinki Kaivopuisto,214.45833333333334,2003-08-23
Helsinki Kaivopuisto,201.41666666666666,2003-08-24
Helsinki Kaivopuisto,212.08333333333334,2003-08-25
Helsinki Kaivopuisto,219.25,2003-08-26
Helsinki Kaivopuisto,152.95833333333334,2003-08-27
Helsinki Kaivopuisto,308.2083333333333,2003-08-28
Helsinki Kaivopuisto,241.625,2003-08-29
Helsinki Kaivopuisto,63.541666666666664,2003-08-30
Helsinki Kaivopuisto,210.25,2003-08-31
Helsinki Kaivopuisto,123.20833333333333,2003-09-01
Helsinki Kaivopuisto,49.916666666666664,2003-09-02
Helsinki Kaivopuisto,114.41666666666667,2003-09-03
Helsinki Kaivopuisto,96.91666666666667,2003-09-04
Helsinki Kaivopuisto,107.41666666666667,2003-09-05
Helsinki Kaivopuisto,62.541666666666664,2003-09-06
Helsinki Kaivopuisto,-12.708333333333334,2003-09-07
Helsinki Kaivopuisto,-76.20833333333333,2003-09-08
Helsinki Kaivopuisto,-106.25,2003-09-09
Helsinki Kaivopuisto,-124.58333333333333,2003-09-10
Helsinki Kaivopuisto,-142.58333333333334,2003-09-11
Helsinki Kaivopuisto,-112.58333333333333,2003-09-12
Helsinki Kaivopuisto,-95.33333333333333,2003-09-13
Helsinki Kaivopuisto,-56.583333333333336,2003-09-14
Helsinki Kaivopuisto,11.291666666666666,2003-09-15
Helsinki Kaivopuisto,-7.416666666666667,2003-09-16
Helsinki Kaivopuisto,-18.791666666666668,2003-09-17
Helsinki Kaivopuisto,53.333333333333336,2003-09-18
Helsinki Kaivopuisto,57.458333333333336,2003-09-19
Helsinki Kaivopuisto,19.583333333333332,2003-09-20
Helsinki Kaivopuisto,7.041666666666667,2003-09-21
Helsinki Kaivopuisto,61.75,2003-09-22
Helsinki Kaivopuisto,40.25,2003-09-23
Helsinki Kaivopuisto,101.91666666666667,2003-09-24
Helsinki Kaivopuisto,212.125,2003-09-25
Helsinki Kaivopuisto,180.5,2003-09-26
Helsinki Kaivopuisto,95.625,2003-09-27
Helsinki Kaivopuisto,194.41666666666666,2003-09-28
Helsinki Kaivopuisto,134.16666666666666,2003-09-29
Helsinki Kaivopuisto,22.125,2003-09-30
Helsinki Kaivopuisto,128.58333333333334,2003-10-01
Helsinki Kaivopuisto,50.208333333333336,2003-10-02
Helsinki Kaivopuisto,66.875,2003-10-03
Helsinki Kaivopuisto,15.375,2003-10-04
Helsinki Kaivopuisto,142.20833333333334,2003-10-05
Helsinki Kaivopuisto,93.83333333333333,2003-10-06
Helsinki Kaivopuisto,208.66666666666666,2003-10-07
Helsinki Kaivopuisto,278.5416666666667,2003-10-08
Helsinki Kaivopuisto,187.08333333333334,2003-10-09
Helsinki Kaivopuisto,288.5416666666667,2003-10-10
Helsinki Kaivopuisto,393.1666666666667,2003-10-11
Helsinki Kaivopuisto,393.9166666666667,2003-10-12
Helsinki Kaivopuisto,297.9583333333333,2003-10-13
Helsinki Kaivopuisto,242.04166666666666,2003-10-14
Helsinki Kaivopuisto,177.58333333333334,2003-10-15
Helsinki Kaivopuisto,191.25,2003-10-16
Helsinki Kaivopuisto,211.375,2003-10-17
Helsinki Kaivopuisto,178.875,2003-10-18
Helsinki Kaivopuisto,78.79166666666667,2003-10-19
Helsinki Kaivopuisto,-2.25,2003-10-20
Helsinki Kaivopuisto,-89.04166666666667,2003-10-21
Helsinki Kaivopuisto,-107.16666666666667,2003-10-22
Helsinki Kaivopuisto,-85.95833333333333,2003-10-23
Helsinki Kaivopuisto,-36.791666666666664,2003-10-24
Helsinki Kaivopuisto,73.29166666666667,2003-10-25
Helsinki Kaivopuisto,-33.92,2003-10-26
Helsinki Kaivopuisto,7.583333333333333,2003-10-27
Helsinki Kaivopuisto,147.70833333333334,2003-10-28
Helsinki Kaivopuisto,39.625,2003-10-29
Helsinki Kaivopuisto,-39.958333333333336,2003-10-30
Helsinki Kaivopuisto,-43.375,2003-10-31
Helsinki Kaivopuisto,-79.66666666666667,2003-11-01
Helsinki Kaivopuisto,-38.208333333333336,2003-11-02
Helsinki Kaivopuisto,-15.875,2003-11-03
Helsinki Kaivopuisto,20.5,2003-11-04
Helsinki Kaivopuisto,73.58333333333333,2003-11-05
Helsinki Kaivopuisto,44.708333333333336,2003-11-06
Helsinki Kaivopuisto,7.958333333333333,2003-11-07
Helsinki Kaivopuisto,-64.16666666666667,2003-11-08
Helsinki Kaivopuisto,-151.125,2003-11-09
Helsinki Kaivopuisto,-135.08333333333334,2003-11-10
Helsinki Kaivopuisto,-142.70833333333334,2003-11-11
Helsinki Kaivopuisto,-139.29166666666666,2003-11-12
Helsinki Kaivopuisto,-182.25,2003-11-13
Helsinki Kaivopuisto,-147.79166666666666,2003-11-14
Helsinki Kaivopuisto,-188.66666666666666,2003-11-15
Helsinki Kaivopuisto,-185.20833333333334,2003-11-16
Helsinki Kaivopuisto,-112.91666666666667,2003-11-17
Helsinki Kaivopuisto,-65.33333333333333,2003-11-18
Helsinki Kaivopuisto,-59.458333333333336,2003-11-19
Helsinki Kaivopuisto,8.375,2003-11-20
Helsinki Kaivopuisto,-47.75,2003-11-21
Helsinki Kaivopuisto,-90.625,2003-11-22
Helsinki Kaivopuisto,-107.75,2003-11-23
Helsinki Kaivopuisto,84.41666666666667,2003-11-24
Helsinki Kaivopuisto,10.291666666666666,2003-11-25
Helsinki Kaivopuisto,-77.04166666666667,2003-11-26
Helsinki Kaivopuisto,-134.79166666666666,2003-11-27
Helsinki Kaivopuisto,-80.33333333333333,2003-11-28
Helsinki Kaivopuisto,-17.333333333333332,2003-11-29
Helsinki Kaivopuisto,-73.25,2003-11-30
Helsinki Kaivopuisto,-131.20833333333334,2003-12-01
Helsinki Kaivopuisto,-121.125,2003-12-02
Helsinki Kaivopuisto,-144.58333333333334,2003-12-03
Helsinki Kaivopuisto,-55.583333333333336,2003-12-04
Helsinki Kaivopuisto,-43.0,2003-12-05
Helsinki Kaivopuisto,-268.7083333333333,2003-12-06
Helsinki Kaivopuisto,156.375,2003-12-07
Helsinki Kaivopuisto,83.08333333333333,2003-12-08
Helsinki Kaivopuisto,36.708333333333336,2003-12-09
Helsinki Kaivopuisto,81.125,2003-12-10
Helsinki Kaivopuisto,125.875,2003-12-11
Helsinki Kaivopuisto,60.916666666666664,2003-12-12
Helsinki Kaivopuisto,162.66666666666666,2003-12-13
Helsinki Kaivopuisto,1.2916666666666667,2003-12-14
Helsinki Kaivopuisto,128.625,2003-12-15
Helsinki Kaivopuisto,145.95833333333334,2003-12-16
Helsinki Kaivopuisto,408.0833333333333,2003-12-17
Helsinki Kaivopuisto,219.375,2003-12-18
Helsinki Kaivopuisto,414.5833333333333,2003-12-19
Helsinki Kaivopuisto,305.9166666666667,2003-12-20
Helsinki Kaivopuisto,183.5,2003-12-21
Helsinki Kaivopuisto,54.0,2003-12-22
Helsinki Kaivopuisto,408.7916666666667,2003-12-23
Helsinki Kaivopuisto,442.5833333333333,2003-12-24
Helsinki Kaivopuisto,521.75,2003-12-25
Helsinki Kaivopuisto,407.0416666666667,2003-12-26
Helsinki Kaivopuisto,393.5416666666667,2003-12-27
Helsinki Kaivopuisto,540.7083333333334,2003-12-28
Helsinki Kaivopuisto,484.5416666666667,2003-12-29
Helsinki Kaivopuisto,313.2916666666667,2003-12-30
Helsinki Kaivopuisto,279.625,2003-12-31
Helsinki Kaivopuisto,133.41666666666666,2004-01-01
Helsinki Kaivopuisto,-49.166666666666664,2004-01-02
Helsinki Kaivopuisto,120.83333333333333,2004-01-03
Helsinki Kaivopuisto,146.25,2004-01-04
Helsinki Kaivopuisto,128.375,2004-01-05
Helsinki Kaivopuisto,104.66666666666667,2004-01-06
Helsinki Kaivopuisto,29.291666666666668,2004-01-07
Helsinki Kaivopuisto,-1.9583333333333333,2004-01-08
Helsinki Kaivopuisto,-65.125,2004-01-09
Helsinki Kaivopuisto,-99.25,2004-01-10
Helsinki Kaivopuisto,-53.916666666666664,2004-01-11
Helsinki Kaivopuisto,-115.91666666666667,2004-01-12
Helsinki Kaivopuisto,-37.041666666666664,2004-01-13
Helsinki Kaivopuisto,-175.25,2004-01-14
Helsinki Kaivopuisto,0.9166666666666666,2004-01-15
Helsinki Kaivopuisto,78.54166666666667,2004-01-16
Helsinki Kaivopuisto,-33.166666666666664,2004-01-17
Helsinki Kaivopuisto,63.791666666666664,2004-01-18
Helsinki Kaivopuisto,93.375,2004-01-19
Helsinki Kaivopuisto,-197.54166666666666,2004-01-20
Helsinki Kaivopuisto,2.5416666666666665,2004-01-21
Helsinki Kaivopuisto,44.666666666666664,2004-01-22
Helsinki Kaivopuisto,22.25,2004-01-23
Helsinki Kaivopuisto,-19.583333333333332,2004-01-24
Helsinki Kaivopuisto,-185.54166666666666,2004-01-25
Helsinki Kaivopuisto,-85.70833333333333,2004-01-26
Helsinki Kaivopuisto,-104.29166666666667,2004-01-27
Helsinki Kaivopuisto,-119.29166666666667,2004-01-28
Helsinki Kaivopuisto,-143.16666666666666,2004-01-29
Helsinki Kaivopuisto,-45.208333333333336,2004-01-30
Helsinki Kaivopuisto,69.25,2004-01-31
Helsinki Kaivopuisto,-23.75,2004-02-01
Helsinki Kaivopuisto,18.583333333333332,2004-02-02
Helsinki Kaivopuisto,16.541666666666668,2004-02-03
Helsinki Kaivopuisto,175.75,2004-02-04
Helsinki Kaivopuisto,214.83333333333334,2004-02-05
Helsinki Kaivopuisto,192.41666666666666,2004-02-06
Helsinki Kaivopuisto,113.79166666666667,2004-02-07
Helsinki Kaivopuisto,145.0,2004-02-08
Helsinki Kaivopuisto,163.79166666666666,2004-02-09
Helsinki Kaivopuisto,276.2916666666667,2004-02-10
Helsinki Kaivopuisto,115.66666666666667,2004-02-11
Helsinki Kaivopuisto,179.83333333333334,2004-02-12
Helsinki Kaivopuisto,151.20833333333334,2004-02-13
Helsinki Kaivopuisto,181.25,2004-02-14
Helsinki Kaivopuisto,135.83333333333334,2004-02-15
Helsinki Kaivopuisto,115.29166666666667,2004-02-16
Helsinki Kaivopuisto,127.66666666666667,2004-02-17
Helsinki Kaivopuisto,-151.625,2004-02-18
Helsinki Kaivopuisto,60.541666666666664,2004-02-19
Helsinki Kaivopuisto,120.70833333333333,2004-02-20
Helsinki Kaivopuisto,126.45833333333333,2004-02-21
Helsinki Kaivopuisto,-29.541666666666668,2004-02-22
Helsinki Kaivopuisto,2.4583333333333335,2004-02-23
Helsinki Kaivopuisto,104.0,2004-02-24
Helsinki Kaivopuisto,40.875,2004-02-25
Helsinki Kaivopuisto,205.25,2004-02-26
Helsinki Kaivopuisto,109.79166666666667,2004-02-27
Helsinki Kaivopuisto,71.5,2004-02-28
Helsinki Kaivopuisto,38.25,2004-02-29
Helsinki Kaivopuisto,101.58333333333333,2004-03-01
Helsinki Kaivopuisto,129.79166666666666,2004-03-02
Helsinki Kaivopuisto,-122.20833333333333,2004-03-03
Helsinki Kaivopuisto,-17.291666666666668,2004-03-04
Helsinki Kaivopuisto,-8.25,2004-03-05
Helsinki Kaivopuisto,-12.791666666666666,2004-03-06
Helsinki Kaivopuisto,-66.58333333333333,2004-03-07
Helsinki Kaivopuisto,-96.91666666666667,2004-03-08
Helsinki Kaivopuisto,-137.08333333333334,2004-03-09
Helsinki Kaivopuisto,-238.83333333333334,2004-03-10
Helsinki Kaivopuisto,-232.75,2004-03-11
Helsinki Kaivopuisto,-268.2916666666667,2004-03-12
Helsinki Kaivopuisto,-323.0833333333333,2004-03-13
Helsinki Kaivopuisto,-314.2083333333333,2004-03-14
Helsinki Kaivopuisto,-252.04166666666666,2004-03-15
Helsinki Kaivopuisto,-186.91666666666666,2004-03-16
Helsinki Kaivopuisto,-171.08333333333334,2004-03-17
Helsinki Kaivopuisto,-86.91666666666667,2004-03-18
Helsinki Kaivopuisto,-162.41666666666666,2004-03-19
Helsinki Kaivopuisto,-69.33333333333333,2004-03-20
Helsinki Kaivopuisto,-60.75,2004-03-21
Helsinki Kaivopuisto,65.29166666666667,2004-03-22
Helsinki Kaivopuisto,68.33333333333333,2004-03-23
Helsinki Kaivopuisto,-51.791666666666664,2004-03-24
Helsinki Kaivopuisto,-190.625,2004-03-25
Helsinki Kaivopuisto,-76.25,2004-03-26
Helsinki Kaivopuisto,20.041666666666668,2004-03-27
Helsinki Kaivopuisto,-37.130434782608695,2004-03-28
Helsinki Kaivopuisto,-29.625,2004-03-29
Helsinki Kaivopuisto,-16.625,2004-03-30
Helsinki Kaivopuisto,-47.666666666666664,2004-03-31
Helsinki Kaivopuisto,-165.29166666666666,2004-04-01
Helsinki Kaivopuisto,-192.33333333333334,2004-04-02
Helsinki Kaivopuisto,-253.25,2004-04-03
Helsinki Kaivopuisto,-295.75,2004-04-04
Helsinki Kaivopuisto,-259.4583333333333,2004-04-05
Helsinki Kaivopuisto,-250.75,2004-04-06
Helsinki Kaivopuisto,-266.75,2004-04-07
Helsinki Kaivopuisto,-280.625,2004-04-08
Helsinki Kaivopuisto,-204.79166666666666,2004-04-09
Helsinki Kaivopuisto,-121.54166666666667,2004-04-10
Helsinki Kaivopuisto,-81.25,2004-04-11
Helsinki Kaivopuisto,-53.833333333333336,2004-04-12
Helsinki Kaivopuisto,-76.95833333333333,2004-04-13
Helsinki Kaivopuisto,-86.41666666666667,2004-04-14
Helsinki Kaivopuisto,-87.16666666666667,2004-04-15
Helsinki Kaivopuisto,-168.70833333333334,2004-04-16
Helsinki Kaivopuisto,-213.41666666666666,2004-04-17
Helsinki Kaivopuisto,-246.20833333333334,2004-04-18
Helsinki Kaivopuisto,-255.41666666666666,2004-04-19
Helsinki Kaivopuisto,-219.0,2004-04-20
Helsinki Kaivopuisto,-167.08333333333334,2004-04-21
Helsinki Kaivopuisto,-218.20833333333334,2004-04-22
Helsinki Kaivopuisto,-219.04166666666666,2004-04-23
Helsinki Kaivopuisto,-266.0833333333333,2004-04-24
Helsinki Kaivopuisto,-217.25,2004-04-25
Helsinki Kaivopuisto,-210.54166666666666,2004-04-26
Helsinki Kaivopuisto,-244.29166666666666,2004-04-27
Helsinki Kaivopuisto,-233.33333333333334,2004-04-28
Helsinki Kaivopuisto,-254.45833333333334,2004-04-29
Helsinki Kaivopuisto,-278.25,2004-04-30
Helsinki Kaivopuisto,-314.7916666666667,2004-05-01
Helsinki Kaivopuisto,-367.7083333333333,2004-05-02
Helsinki Kaivopuisto,-365.5,2004-05-03
Helsinki Kaivopuisto,-337.0,2004-05-04
Helsinki Kaivopuisto,-359.0,2004-05-05
Helsinki Kaivopuisto,-354.5416666666667,2004-05-06
Helsinki Kaivopuisto,-347.9583333333333,2004-05-07
