Location,Sea level [mm],Date
Helsinki Kaivopuisto,-123.75,1978-04-07
Helsinki Kaivopuisto,-178.625,1978-04-08
Helsinki Kaivopuisto,-184.04166666666666,1978-04-09
Helsinki Kaivopuisto,-199.83333333333334,1978-04-10
Helsinki Kaivopuisto,-230.08333333333334,1978-04-11
Helsinki Kaivopuisto,-177.41666666666666,1978-04-12
Helsinki Kaivopuisto,-103.5,1978-04-13
Helsinki Kaivopuisto,-236.70833333333334,1978-04-14
Helsinki Kaivopuisto,-184.41666666666666,1978-04-15
Helsinki Kaivopuisto,-30.416666666666668,1978-04-16
Helsinki Kaivopuisto,-79.75,1978-04-17
Helsinki Kaivopuisto,-150.5,1978-04-18
Helsinki Kaivopuisto,-198.375,1978-04-19
Helsinki Kaivopuisto,-186.04166666666666,1978-04-20
Helsinki Kaivopuisto,-206.20833333333334,1978-04-21
Helsinki Kaivopuisto,-215.625,1978-04-22
Helsinki Kaivopuisto,-199.91666666666666,1978-04-23
Helsinki Kaivopuisto,-219.41666666666666,1978-04-24
Helsinki Kaivopuisto,-368.4166666666667,1978-04-25
Helsinki Kaivopuisto,-258.9166666666667,1978-04-26
Helsinki Kaivopuisto,-230.58333333333334,1978-04-27
Helsinki Kaivopuisto,-281.5833333333333,1978-04-28
Helsinki Kaivopuisto,-308.9583333333333,1978-04-29
Helsinki Kaivopuisto,-383.4166666666667,1978-04-30
Helsinki Kaivopuisto,-440.0,1978-05-01
Helsinki Kaivopuisto,-500.625,1978-05-02
Helsinki Kaivopuisto,-423.3333333333333,1978-05-03
Helsinki Kaivopuisto,-342.1666666666667,1978-05-04
Helsinki Kaivopuisto,-381.125,1978-05-05
Helsinki Kaivopuisto,-422.4166666666667,1978-05-06
Helsinki Kaivopuisto,-500.2916666666667,1978-05-07
Helsinki Kaivopuisto,-488.875,1978-05-08
Helsinki Kaivopuisto,-456.2083333333333,1978-05-09
Helsinki Kaivopuisto,-540.625,1978-05-10
Helsinki Kaivopuisto,-452.2916666666667,1978-05-11
Helsinki Kaivopuisto,-408.4583333333333,1978-05-12
Helsinki Kaivopuisto,-439.3333333333333,1978-05-13
Helsinki Kaivopuisto,-375.5833333333333,1978-05-14
Helsinki Kaivopuisto,-348.4583333333333,1978-05-15
Helsinki Kaivopuisto,-329.125,1978-05-16
Helsinki Kaivopuisto,-327.5833333333333,1978-05-17
Helsinki Kaivopuisto,-322.0416666666667,1978-05-18
Helsinki Kaivopuisto,-308.9583333333333,1978-05-19
Helsinki Kaivopuisto,-335.25,1978-05-20
Helsinki Kaivopuisto,-364.125,1978-05-21
Helsinki Kaivopuisto,-408.25,1978-05-22
Helsinki Kaivopuisto,-456.9166666666667,1978-05-23
Helsinki Kaivopuisto,-409.375,1978-05-24
Helsinki Kaivopuisto,-377.2916666666667,1978-05-25
Helsinki Kaivopuisto,-328.5,1978-05-26
Helsinki Kaivopuisto,-299.125,1978-05-27
Helsinki Kaivopuisto,-301.4166666666667,1978-05-28
Helsinki Kaivopuisto,-275.8333333333333,1978-05-29
Helsinki Kaivopuisto,-259.875,1978-05-30
Helsinki Kaivopuisto,-273.1666666666667,1978-05-31
Helsinki Kaivopuisto,-261.7083333333333,1978-06-01
Helsinki Kaivopuisto,-305.0416666666667,1978-06-02
Helsinki Kaivopuisto,-268.7083333333333,1978-06-03
Helsinki Kaivopuisto,-264.75,1978-06-04
Helsinki Kaivopuisto,-263.9166666666667,1978-06-05
Helsinki Kaivopuisto,-294.8333333333333,1978-06-06
Helsinki Kaivopuisto,-270.1666666666667,1978-06-07
Helsinki Kaivopuisto,-239.08333333333334,1978-06-08
Helsinki Kaivopuisto,-106.5,1978-06-09
Helsinki Kaivopuisto,-128.04166666666666,1978-06-10
Helsinki Kaivopuisto,-65.375,1978-06-11
Helsinki Kaivopuisto,22.875,1978-06-12
Helsinki Kaivopuisto,0.375,1978-06-13
Helsinki Kaivopuisto,52.291666666666664,1978-06-14
Helsinki Kaivopuisto,35.041666666666664,1978-06-15
Helsinki Kaivopuisto,47.166666666666664,1978-06-16
Helsinki Kaivopuisto,-90.625,1978-06-17
Helsinki Kaivopuisto,-6.458333333333333,1978-06-18
Helsinki Kaivopuisto,-51.208333333333336,1978-06-19
Helsinki Kaivopuisto,-57.625,1978-06-20
Helsinki Kaivopuisto,-48.375,1978-06-21
Helsinki Kaivopuisto,-56.25,1978-06-22
Helsinki Kaivopuisto,-75.16666666666667,1978-06-23
Helsinki Kaivopuisto,-16.5,1978-06-24
Helsinki Kaivopuisto,-108.75,1978-06-25
Helsinki Kaivopuisto,4.583333333333333,1978-06-26
Helsinki Kaivopuisto,-152.33333333333334,1978-06-27
Helsinki Kaivopuisto,20.25,1978-06-28
Helsinki Kaivopuisto,-36.541666666666664,1978-06-29
Helsinki Kaivopuisto,-18.416666666666668,1978-06-30
Helsinki Kaivopuisto,-26.5,1978-07-01
Helsinki Kaivopuisto,-11.5,1978-07-02
Helsinki Kaivopuisto,-22.125,1978-07-03
Helsinki Kaivopuisto,-43.958333333333336,1978-07-04
Helsinki Kaivopuisto,-71.29166666666667,1978-07-05
Helsinki Kaivopuisto,-75.79166666666667,1978-07-06
Helsinki Kaivopuisto,40.791666666666664,1978-07-07
Helsinki Kaivopuisto,-27.125,1978-07-08
Helsinki Kaivopuisto,66.5,1978-07-09
Helsinki Kaivopuisto,103.25,1978-07-10
Helsinki Kaivopuisto,118.79166666666667,1978-07-11
Helsinki Kaivopuisto,111.04166666666667,1978-07-12
Helsinki Kaivopuisto,72.29166666666667,1978-07-13
Helsinki Kaivopuisto,111.70833333333333,1978-07-14
Helsinki Kaivopuisto,109.58333333333333,1978-07-15
Helsinki Kaivopuisto,143.29166666666666,1978-07-16
Helsinki Kaivopuisto,156.625,1978-07-17
Helsinki Kaivopuisto,174.54166666666666,1978-07-18
Helsinki Kaivopuisto,129.45833333333334,1978-07-19
Helsinki Kaivopuisto,99.16666666666667,1978-07-20
Helsinki Kaivopuisto,98.91666666666667,1978-07-21
Helsinki Kaivopuisto,155.29166666666666,1978-07-22
Helsinki Kaivopuisto,168.20833333333334,1978-07-23
Helsinki Kaivopuisto,96.04166666666667,1978-07-24
Helsinki Kaivopuisto,36.25,1978-07-25
Helsinki Kaivopuisto,40.916666666666664,1978-07-26
Helsinki Kaivopuisto,-3.625,1978-07-27
Helsinki Kaivopuisto,2.5416666666666665,1978-07-28
Helsinki Kaivopuisto,-7.916666666666667,1978-07-29
Helsinki Kaivopuisto,-26.541666666666668,1978-07-30
Helsinki Kaivopuisto,-60.833333333333336,1978-07-31
Helsinki Kaivopuisto,-100.95833333333333,1978-08-01
Helsinki Kaivopuisto,-116.08333333333333,1978-08-02
Helsinki Kaivopuisto,-111.625,1978-08-03
Helsinki Kaivopuisto,-66.45833333333333,1978-08-04
Helsinki Kaivopuisto,-54.375,1978-08-05
Helsinki Kaivopuisto,-26.541666666666668,1978-08-06
Helsinki Kaivopuisto,-30.458333333333332,1978-08-07
Helsinki Kaivopuisto,-45.791666666666664,1978-08-08
Helsinki Kaivopuisto,-198.33333333333334,1978-08-09
Helsinki Kaivopuisto,-97.58333333333333,1978-08-10
Helsinki Kaivopuisto,6.041666666666667,1978-08-11
Helsinki Kaivopuisto,29.416666666666668,1978-08-12
Helsinki Kaivopuisto,17.375,1978-08-13
Helsinki Kaivopuisto,13.958333333333334,1978-08-14
Helsinki Kaivopuisto,-22.416666666666668,1978-08-15
Helsinki Kaivopuisto,-98.54166666666667,1978-08-16
Helsinki Kaivopuisto,-57.666666666666664,1978-08-17
Helsinki Kaivopuisto,-35.166666666666664,1978-08-18
Helsinki Kaivopuisto,-40.5,1978-08-19
Helsinki Kaivopuisto,-21.166666666666668,1978-08-20
Helsinki Kaivopuisto,-37.958333333333336,1978-08-21
Helsinki Kaivopuisto,-63.875,1978-08-22
Helsinki Kaivopuisto,-74.33333333333333,1978-08-23
Helsinki Kaivopuisto,35.541666666666664,1978-08-24
Helsinki Kaivopuisto,101.91666666666667,1978-08-25
Helsinki Kaivopuisto,129.5,1978-08-26
Helsinki Kaivopuisto,256.0,1978-08-27
Helsinki Kaivopuisto,223.75,1978-08-28
Helsinki Kaivopuisto,294.0416666666667,1978-08-29
Helsinki Kaivopuisto,169.66666666666666,1978-08-30
Helsinki Kaivopuisto,214.79166666666666,1978-08-31
Helsinki Kaivopuisto,212.04166666666666,1978-09-01
Helsinki Kaivopuisto,296.5833333333333,1978-09-02
Helsinki Kaivopuisto,359.9166666666667,1978-09-03
Helsinki Kaivopuisto,331.625,1978-09-04
Helsinki Kaivopuisto,270.5833333333333,1978-09-05
Helsinki Kaivopuisto,301.75,1978-09-06
Helsinki Kaivopuisto,268.1666666666667,1978-09-07
Helsinki Kaivopuisto,213.33333333333334,1978-09-08
Helsinki Kaivopuisto,185.83333333333334,1978-09-09
Helsinki Kaivopuisto,205.625,1978-09-10
Helsinki Kaivopuisto,273.8333333333333,1978-09-11
Helsinki Kaivopuisto,374.2916666666667,1978-09-12
Helsinki Kaivopuisto,472.5833333333333,1978-09-13
Helsinki Kaivopuisto,372.0833333333333,1978-09-14
Helsinki Kaivopuisto,452.6666666666667,1978-09-15
Helsinki Kaivopuisto,367.9583333333333,1978-09-16
Helsinki Kaivopuisto,546.9583333333334,1978-09-17
Helsinki Kaivopuisto,646.375,1978-09-18
Helsinki Kaivopuisto,627.875,1978-09-19
Helsinki Kaivopuisto,589.125,1978-09-20
Helsinki Kaivopuisto,570.9583333333334,1978-09-21
Helsinki Kaivopuisto,461.875,1978-09-22
Helsinki Kaivopuisto,395.5,1978-09-23
Helsinki Kaivopuisto,428.0,1978-09-24
Helsinki Kaivopuisto,316.5833333333333,1978-09-25
Helsinki Kaivopuisto,437.625,1978-09-26
Helsinki Kaivopuisto,376.0,1978-09-27
Helsinki Kaivopuisto,345.5416666666667,1978-09-28
Helsinki Kaivopuisto,301.5833333333333,1978-09-29
Helsinki Kaivopuisto,145.70833333333334,1978-09-30
Helsinki Kaivopuisto,195.33333333333334,1978-10-01
Helsinki Kaivopuisto,248.625,1978-10-02
Helsinki Kaivopuisto,230.16666666666666,1978-10-03
Helsinki Kaivopuisto,91.29166666666667,1978-10-04
Helsinki Kaivopuisto,183.25,1978-10-05
Helsinki Kaivopuisto,215.83333333333334,1978-10-06
Helsinki Kaivopuisto,289.2916666666667,1978-10-07
Helsinki Kaivopuisto,212.54166666666666,1978-10-08
Helsinki Kaivopuisto,228.83333333333334,1978-10-09
Helsinki Kaivopuisto,249.29166666666666,1978-10-10
Helsinki Kaivopuisto,205.875,1978-10-11
Helsinki Kaivopuisto,137.95833333333334,1978-10-12
Helsinki Kaivopuisto,179.25,1978-10-13
Helsinki Kaivopuisto,59.583333333333336,1978-10-14
Helsinki Kaivopuisto,57.375,1978-10-15
Helsinki Kaivopuisto,5.5,1978-10-16
Helsinki Kaivopuisto,-28.583333333333332,1978-10-17
Helsinki Kaivopuisto,61.291666666666664,1978-10-18
Helsinki Kaivopuisto,128.375,1978-10-19
Helsinki Kaivopuisto,203.70833333333334,1978-10-20
Helsinki Kaivopuisto,138.58333333333334,1978-10-21
Helsinki Kaivopuisto,305.75,1978-10-22
Helsinki Kaivopuisto,290.75,1978-10-23
Helsinki Kaivopuisto,479.25,1978-10-24
Helsinki Kaivopuisto,379.2083333333333,1978-10-25
Helsinki Kaivopuisto,378.0416666666667,1978-10-26
Helsinki Kaivopuisto,391.6666666666667,1978-10-27
Helsinki Kaivopuisto,362.5416666666667,1978-10-28
Helsinki Kaivopuisto,374.12,1978-10-29
Helsinki Kaivopuisto,365.5,1978-10-30
Helsinki Kaivopuisto,313.5833333333333,1978-10-31
Helsinki Kaivopuisto,395.5833333333333,1978-11-01
Helsinki Kaivopuisto,374.2916666666667,1978-11-02
Helsinki Kaivopuisto,345.7083333333333,1978-11-03
Helsinki Kaivopuisto,442.6666666666667,1978-11-04
Helsinki Kaivopuisto,339.375,1978-11-05
Helsinki Kaivopuisto,348.125,1978-11-06
Helsinki Kaivopuisto,285.875,1978-11-07
Helsinki Kaivopuisto,289.4583333333333,1978-11-08
Helsinki Kaivopuisto,306.0833333333333,1978-11-09
Helsinki Kaivopuisto,361.7916666666667,1978-11-10
Helsinki Kaivopuisto,290.4583333333333,1978-11-11
Helsinki Kaivopuisto,268.9583333333333,1978-11-12
Helsinki Kaivopuisto,317.125,1978-11-13
Helsinki Kaivopuisto,384.0833333333333,1978-11-14
Helsinki Kaivopuisto,572.9166666666666,1978-11-15
Helsinki Kaivopuisto,581.75,1978-11-16
Helsinki Kaivopuisto,437.3333333333333,1978-11-17
Helsinki Kaivopuisto,583.0416666666666,1978-11-18
Helsinki Kaivopuisto,570.875,1978-11-19
Helsinki Kaivopuisto,574.375,1978-11-20
Helsinki Kaivopuisto,591.4166666666666,1978-11-21
Helsinki Kaivopuisto,762.9583333333334,1978-11-22
Helsinki Kaivopuisto,721.375,1978-11-23
Helsinki Kaivopuisto,651.4166666666666,1978-11-24
Helsinki Kaivopuisto,566.6666666666666,1978-11-25
Helsinki Kaivopuisto,513.625,1978-11-26
Helsinki Kaivopuisto,473.0416666666667,1978-11-27
Helsinki Kaivopuisto,357.2916666666667,1978-11-28
Helsinki Kaivopuisto,211.33333333333334,1978-11-29
Helsinki Kaivopuisto,58.083333333333336,1978-11-30
Helsinki Kaivopuisto,237.33333333333334,1978-12-01
Helsinki Kaivopuisto,209.16666666666666,1978-12-02
Helsinki Kaivopuisto,204.08333333333334,1978-12-03
Helsinki Kaivopuisto,136.04166666666666,1978-12-04
Helsinki Kaivopuisto,113.29166666666667,1978-12-05
Helsinki Kaivopuisto,117.75,1978-12-06
Helsinki Kaivopuisto,61.375,1978-12-07
Helsinki Kaivopuisto,24.916666666666668,1978-12-08
Helsinki Kaivopuisto,-17.041666666666668,1978-12-09
Helsinki Kaivopuisto,-12.291666666666666,1978-12-10
Helsinki Kaivopuisto,-41.666666666666664,1978-12-11
Helsinki Kaivopuisto,-98.54166666666667,1978-12-12
Helsinki Kaivopuisto,-171.125,1978-12-13
Helsinki Kaivopuisto,-204.875,1978-12-14
Helsinki Kaivopuisto,-174.75,1978-12-15
Helsinki Kaivopuisto,-142.625,1978-12-16
Helsinki Kaivopuisto,-111.29166666666667,1978-12-17
Helsinki Kaivopuisto,60.0,1978-12-18
Helsinki Kaivopuisto,-37.25,1978-12-19
Helsinki Kaivopuisto,-94.45833333333333,1978-12-20
Helsinki Kaivopuisto,-136.125,1978-12-21
Helsinki Kaivopuisto,-11.416666666666666,1978-12-22
Helsinki Kaivopuisto,-158.45833333333334,1978-12-23
Helsinki Kaivopuisto,-270.5833333333333,1978-12-24
Helsinki Kaivopuisto,-338.875,1978-12-25
Helsinki Kaivopuisto,-317.2916666666667,1978-12-26
Helsinki Kaivopuisto,-313.7083333333333,1978-12-27
Helsinki Kaivopuisto,-320.75,1978-12-28
Helsinki Kaivopuisto,-517.875,1978-12-29
Helsinki Kaivopuisto,-565.0833333333334,1978-12-30
Helsinki Kaivopuisto,-515.5,1978-12-31
Helsinki Kaivopuisto,-570.75,1979-01-01
Helsinki Kaivopuisto,-557.8333333333334,1979-01-02
Helsinki Kaivopuisto,-506.2083333333333,1979-01-03
Helsinki Kaivopuisto,-504.8333333333333,1979-01-04
Helsinki Kaivopuisto,-506.4166666666667,1979-01-05
Helsinki Kaivopuisto,-269.1666666666667,1979-01-06
Helsinki Kaivopuisto,15.958333333333334,1979-01-07
Helsinki Kaivopuisto,-0.08333333333333333,1979-01-08
Helsinki Kaivopuisto,-54.916666666666664,1979-01-09
Helsinki Kaivopuisto,-179.70833333333334,1979-01-10
Helsinki Kaivopuisto,-130.41666666666666,1979-01-11
Helsinki Kaivopuisto,-363.6666666666667,1979-01-12
Helsinki Kaivopuisto,-118.125,1979-01-13
Helsinki Kaivopuisto,-97.70833333333333,1979-01-14
Helsinki Kaivopuisto,-119.0,1979-01-15
Helsinki Kaivopuisto,-122.25,1979-01-16
Helsinki Kaivopuisto,-182.625,1979-01-17
Helsinki Kaivopuisto,-189.45833333333334,1979-01-18
Helsinki Kaivopuisto,-222.125,1979-01-19
Helsinki Kaivopuisto,-229.41666666666666,1979-01-20
Helsinki Kaivopuisto,-332.6666666666667,1979-01-21
Helsinki Kaivopuisto,-278.0833333333333,1979-01-22
Helsinki Kaivopuisto,-292.4166666666667,1979-01-23
Helsinki Kaivopuisto,-424.0833333333333,1979-01-24
Helsinki Kaivopuisto,-230.125,1979-01-25
Helsinki Kaivopuisto,-159.75,1979-01-26
Helsinki Kaivopuisto,-94.29166666666667,1979-01-27
Helsinki Kaivopuisto,-180.20833333333334,1979-01-28
Helsinki Kaivopuisto,-223.08333333333334,1979-01-29
Helsinki Kaivopuisto,-383.4166666666667,1979-01-30
Helsinki Kaivopuisto,-463.25,1979-01-31
Helsinki Kaivopuisto,-137.16666666666666,1979-02-01
Helsinki Kaivopuisto,-126.54166666666667,1979-02-02
Helsinki Kaivopuisto,-15.125,1979-02-03
Helsinki Kaivopuisto,-6.875,1979-02-04
Helsinki Kaivopuisto,19.708333333333332,1979-02-05
Helsinki Kaivopuisto,-48.625,1979-02-06
Helsinki Kaivopuisto,30.333333333333332,1979-02-07
Helsinki Kaivopuisto,-35.958333333333336,1979-02-08
Helsinki Kaivopuisto,90.95833333333333,1979-02-09
Helsinki Kaivopuisto,152.5,1979-02-10
Helsinki Kaivopuisto,98.79166666666667,1979-02-11
Helsinki Kaivopuisto,128.04166666666666,1979-02-12
Helsinki Kaivopuisto,-200.29166666666666,1979-02-13
Helsinki Kaivopuisto,-205.16666666666666,1979-02-14
Helsinki Kaivopuisto,-287.3333333333333,1979-02-15
Helsinki Kaivopuisto,-172.95833333333334,1979-02-16
Helsinki Kaivopuisto,-239.41666666666666,1979-02-17
Helsinki Kaivopuisto,-325.7916666666667,1979-02-18
Helsinki Kaivopuisto,-326.4583333333333,1979-02-19
Helsinki Kaivopuisto,-275.9583333333333,1979-02-20
Helsinki Kaivopuisto,-277.875,1979-02-21
Helsinki Kaivopuisto,-316.7083333333333,1979-02-22
Helsinki Kaivopuisto,-290.25,1979-02-23
Helsinki Kaivopuisto,-236.79166666666666,1979-02-24
Helsinki Kaivopuisto,-214.04166666666666,1979-02-25
Helsinki Kaivopuisto,-97.91666666666667,1979-02-26
Helsinki Kaivopuisto,-72.79166666666667,1979-02-27
Helsinki Kaivopuisto,-172.91666666666666,1979-02-28
Helsinki Kaivopuisto,-261.9583333333333,1979-03-01
Helsinki Kaivopuisto,-42.5,1979-03-02
Helsinki Kaivopuisto,13.0,1979-03-03
Helsinki Kaivopuisto,-5.416666666666667,1979-03-04
Helsinki Kaivopuisto,140.58333333333334,1979-03-05
Helsinki Kaivopuisto,129.16666666666666,1979-03-06
Helsinki Kaivopuisto,-33.916666666666664,1979-03-07
Helsinki Kaivopuisto,-95.95833333333333,1979-03-08
Helsinki Kaivopuisto,-9.291666666666666,1979-03-09
Helsinki Kaivopuisto,-189.45833333333334,1979-03-10
Helsinki Kaivopuisto,-67.75,1979-03-11
Helsinki Kaivopuisto,-88.91666666666667,1979-03-12
Helsinki Kaivopuisto,-65.29166666666667,1979-03-13
Helsinki Kaivopuisto,33.833333333333336,1979-03-14
Helsinki Kaivopuisto,21.041666666666668,1979-03-15
Helsinki Kaivopuisto,-202.66666666666666,1979-03-16
Helsinki Kaivopuisto,-508.7083333333333,1979-03-17
Helsinki Kaivopuisto,-237.5,1979-03-18
Helsinki Kaivopuisto,-150.45833333333334,1979-03-19
Helsinki Kaivopuisto,-108.66666666666667,1979-03-20
Helsinki Kaivopuisto,-284.3333333333333,1979-03-21
Helsinki Kaivopuisto,-107.70833333333333,1979-03-22
Helsinki Kaivopuisto,-168.375,1979-03-23
Helsinki Kaivopuisto,-92.5,1979-03-24
Helsinki Kaivopuisto,-88.6086956521739,1979-03-25
Helsinki Kaivopuisto,-220.66666666666666,1979-03-26
Helsinki Kaivopuisto,-267.25,1979-03-27
Helsinki Kaivopuisto,-244.58333333333334,1979-03-28
Helsinki Kaivopuisto,-285.2083333333333,1979-03-29
Helsinki Kaivopuisto,-311.4583333333333,1979-03-30
Helsinki Kaivopuisto,-290.25,1979-03-31
Helsinki Kaivopuisto,-274.25,1979-04-01
Helsinki Kaivopuisto,-236.08333333333334,1979-04-02
Helsinki Kaivopuisto,-187.04166666666666,1979-04-03
Helsinki Kaivopuisto,-237.79166666666666,1979-04-04
Helsinki Kaivopuisto,-286.6666666666667,1979-04-05
Helsinki Kaivopuisto,-271.0833333333333,1979-04-06
Helsinki Kaivopuisto,-285.5416666666667,1979-04-07
Helsinki Kaivopuisto,-288.125,1979-04-08
Helsinki Kaivopuisto,-294.5833333333333,1979-04-09
Helsinki Kaivopuisto,-353.6666666666667,1979-04-10
Helsinki Kaivopuisto,-381.375,1979-04-11
Helsinki Kaivopuisto,-358.5416666666667,1979-04-12
Helsinki Kaivopuisto,-308.625,1979-04-13
Helsinki Kaivopuisto,-263.2916666666667,1979-04-14
Helsinki Kaivopuisto,-240.79166666666666,1979-04-15
Helsinki Kaivopuisto,-252.375,1979-04-16
Helsinki Kaivopuisto,-375.5416666666667,1979-04-17
Helsinki Kaivopuisto,-291.75,1979-04-18
Helsinki Kaivopuisto,-317.8333333333333,1979-04-19
Helsinki Kaivopuisto,-314.875,1979-04-20
Helsinki Kaivopuisto,-284.25,1979-04-21
Helsinki Kaivopuisto,-297.0416666666667,1979-04-22
Helsinki Kaivopuisto,-302.4583333333333,1979-04-23
Helsinki Kaivopuisto,-303.75,1979-04-24
Helsinki Kaivopuisto,-283.875,1979-04-25
Helsinki Kaivopuisto,-236.04166666666666,1979-04-26
Helsinki Kaivopuisto,-150.375,1979-04-27
Helsinki Kaivopuisto,-174.91666666666666,1979-04-28
Helsinki Kaivopuisto,-152.25,1979-04-29
Helsinki Kaivopuisto,-79.41666666666667,1979-04-30
Helsinki Kaivopuisto,-39.416666666666664,1979-05-01
Helsinki Kaivopuisto,-107.58333333333333,1979-05-02
Helsinki Kaivopuisto,10.666666666666666,1979-05-03
Helsinki Kaivopuisto,-71.25,1979-05-04
Helsinki Kaivopuisto,2.0,1979-05-05
Helsinki Kaivopuisto,-63.666666666666664,1979-05-06
Helsinki Kaivopuisto,97.16666666666667,1979-05-07
Helsinki Kaivopuisto,29.458333333333332,1979-05-08
Helsinki Kaivopuisto,-53.416666666666664,1979-05-09
Helsinki Kaivopuisto,-115.25,1979-05-10
Helsinki Kaivopuisto,32.916666666666664,1979-05-11
Helsinki Kaivopuisto,-34.041666666666664,1979-05-12
Helsinki Kaivopuisto,-72.29166666666667,1979-05-13
Helsinki Kaivopuisto,-33.333333333333336,1979-05-14
Helsinki Kaivopuisto,-69.54166666666667,1979-05-15
Helsinki Kaivopuisto,-92.08333333333333,1979-05-16
Helsinki Kaivopuisto,-146.08333333333334,1979-05-17
Helsinki Kaivopuisto,-133.16666666666666,1979-05-18
Helsinki Kaivopuisto,-143.58333333333334,1979-05-19
Helsinki Kaivopuisto,-60.958333333333336,1979-05-20
Helsinki Kaivopuisto,-242.83333333333334,1979-05-21
Helsinki Kaivopuisto,-196.08333333333334,1979-05-22
Helsinki Kaivopuisto,-171.45833333333334,1979-05-23
Helsinki Kaivopuisto,-239.75,1979-05-24
Helsinki Kaivopuisto,-181.75,1979-05-25
Helsinki Kaivopuisto,-117.25,1979-05-26
Helsinki Kaivopuisto,-230.16666666666666,1979-05-27
Helsinki Kaivopuisto,-214.375,1979-05-28
Helsinki Kaivopuisto,-73.25,1979-05-29
Helsinki Kaivopuisto,-191.20833333333334,1979-05-30
Helsinki Kaivopuisto,-186.375,1979-05-31
Helsinki Kaivopuisto,-195.91666666666666,1979-06-01
Helsinki Kaivopuisto,-201.91666666666666,1979-06-02
Helsinki Kaivopuisto,-202.625,1979-06-03
Helsinki Kaivopuisto,-221.45833333333334,1979-06-04
Helsinki Kaivopuisto,-213.625,1979-06-05
Helsinki Kaivopuisto,-247.08333333333334,1979-06-06
Helsinki Kaivopuisto,-241.5,1979-06-07
Helsinki Kaivopuisto,-213.33333333333334,1979-06-08
Helsinki Kaivopuisto,-20.041666666666668,1979-06-09
Helsinki Kaivopuisto,-97.33333333333333,1979-06-10
Helsinki Kaivopuisto,-72.75,1979-06-11
Helsinki Kaivopuisto,-134.33333333333334,1979-06-12
Helsinki Kaivopuisto,-161.79166666666666,1979-06-13
Helsinki Kaivopuisto,-109.20833333333333,1979-06-14
Helsinki Kaivopuisto,-140.375,1979-06-15
Helsinki Kaivopuisto,-161.66666666666666,1979-06-16
Helsinki Kaivopuisto,-80.08333333333333,1979-06-17
Helsinki Kaivopuisto,10.875,1979-06-18
Helsinki Kaivopuisto,3.1666666666666665,1979-06-19
Helsinki Kaivopuisto,-29.875,1979-06-20
Helsinki Kaivopuisto,-63.791666666666664,1979-06-21
Helsinki Kaivopuisto,-127.25,1979-06-22
Helsinki Kaivopuisto,-136.20833333333334,1979-06-23
Helsinki Kaivopuisto,-122.875,1979-06-24
Helsinki Kaivopuisto,-140.91666666666666,1979-06-25
Helsinki Kaivopuisto,-99.25,1979-06-26
Helsinki Kaivopuisto,-108.04166666666667,1979-06-27
Helsinki Kaivopuisto,-10.833333333333334,1979-06-28
Helsinki Kaivopuisto,16.875,1979-06-29
Helsinki Kaivopuisto,-20.916666666666668,1979-06-30
Helsinki Kaivopuisto,77.04166666666667,1979-07-01
Helsinki Kaivopuisto,88.29166666666667,1979-07-02
Helsinki Kaivopuisto,151.08333333333334,1979-07-03
Helsinki Kaivopuisto,157.79166666666666,1979-07-04
Helsinki Kaivopuisto,174.95833333333334,1979-07-05
Helsinki Kaivopuisto,156.25,1979-07-06
Helsinki Kaivopuisto,165.375,1979-07-07
Helsinki Kaivopuisto,140.58333333333334,1979-07-08
Helsinki Kaivopuisto,173.33333333333334,1979-07-09
Helsinki Kaivopuisto,171.5,1979-07-10
Helsinki Kaivopuisto,249.08333333333334,1979-07-11
Helsinki Kaivopuisto,235.33333333333334,1979-07-12
Helsinki Kaivopuisto,211.16666666666666,1979-07-13
Helsinki Kaivopuisto,217.08333333333334,1979-07-14
Helsinki Kaivopuisto,233.16666666666666,1979-07-15
Helsinki Kaivopuisto,230.45833333333334,1979-07-16
Helsinki Kaivopuisto,231.29166666666666,1979-07-17
Helsinki Kaivopuisto,244.25,1979-07-18
Helsinki Kaivopuisto,193.45833333333334,1979-07-19
Helsinki Kaivopuisto,335.0,1979-07-20
Helsinki Kaivopuisto,441.625,1979-07-21
Helsinki Kaivopuisto,387.1666666666667,1979-07-22
Helsinki Kaivopuisto,367.625,1979-07-23
Helsinki Kaivopuisto,380.7916666666667,1979-07-24
Helsinki Kaivopuisto,376.3333333333333,1979-07-25
Helsinki Kaivopuisto,360.75,1979-07-26
Helsinki Kaivopuisto,328.3333333333333,1979-07-27
Helsinki Kaivopuisto,299.2083333333333,1979-07-28
Helsinki Kaivopuisto,271.0,1979-07-29
Helsinki Kaivopuisto,163.0,1979-07-30
Helsinki Kaivopuisto,184.54166666666666,1979-07-31
Helsinki Kaivopuisto,225.25,1979-08-01
Helsinki Kaivopuisto,222.95833333333334,1979-08-02
Helsinki Kaivopuisto,294.7916666666667,1979-08-03
Helsinki Kaivopuisto,225.95833333333334,1979-08-04
Helsinki Kaivopuisto,192.375,1979-08-05
Helsinki Kaivopuisto,167.33333333333334,1979-08-06
Helsinki Kaivopuisto,174.45833333333334,1979-08-07
Helsinki Kaivopuisto,69.95833333333333,1979-08-08
Helsinki Kaivopuisto,7.916666666666667,1979-08-09
Helsinki Kaivopuisto,26.666666666666668,1979-08-10
Helsinki Kaivopuisto,93.66666666666667,1979-08-11
Helsinki Kaivopuisto,85.08333333333333,1979-08-12
Helsinki Kaivopuisto,108.08333333333333,1979-08-13
